ID,sex,Aged,Married,TotalDependents,ServiceSpan,MobileService,4GService,CyberProtection,HardwareSupport,TechnicalAssistance,FilmSubscription,SettlementProcess,QuarterlyPayment,GrandPayment,CustomerAttrition
0QEFQLTZM4TGHNME6IQ8,1,1,1,0,52,1,2,1,0,1,1,Electronic,58.81861872,3229.530885,1
9FOL46A1ZANTRT45K906,1,0,0,0,31,1,2,1,1,1,0,Card,66.45796396,1994.52799,1
EHS7YJ52YSN961BL5674,1,1,0,0,11,1,2,0,1,1,0,Check,82.7391956,1030.172876,1
E02QLTIEB5ROX6YS0LR5,0,0,0,0,0,1,2,0,0,0,0,Check,20.98933486,19.18311244,0
RNQAK7OMROXTJ00MXKO6,0,0,1,0,69,1,2,1,1,1,0,Electronic,89.82566523,6311.539485,0
M2L1OPCF7R1RXW8APNJ5,0,1,1,0,58,1,1,0,1,0,1,Electronic,97.36307955,5812.853826,1
NW1B8QW6Q7JANL7317MX,0,0,0,0,62,1,1,1,1,0,1,Bank,91.98161794,5585.52194,0
2SLJIBRFRQHUYFNIHK8U,0,0,1,0,31,1,2,0,0,0,0,Electronic,48.8729289,1441.065786,0
1B3YDRAT50FSQXBD283W,1,0,0,0,31,1,2,1,0,0,0,Check,50.4969501,1535.562243,0
WXXP7R00UNX8T8L81H0B,0,1,1,1,30,1,1,0,1,0,0,Electronic,103.2546979,2965.603422,0
C0Z8QSMDNCWE8CM1M7WQ,1,0,0,0,2,1,2,0,0,0,0,Electronic,35.6289435,35.16410348,1
XNCACRP2YTFYFIS0FCIM,1,0,0,0,-1,1,0,0,0,0,1,Check,44.98896199,46.95919417,1
X476O6XF00AD3D3DMN04,1,0,1,0,54,1,2,1,0,0,0,Electronic,95.19583794,5276.824152,0
3Y590FQZUAGXTHOFI330,0,0,1,1,70,0,0,1,0,0,0,Electronic,94.24206725,6843.736767,0
IKO7D52S1YFQ0WQ246BM,1,0,0,0,21,1,2,1,1,1,1,Electronic,60.89004716,1258.900062,0
8Q71WW1F1FTP9QXFY7YX,0,0,1,1,67,1,1,0,1,1,1,Electronic,58.33197326,4103.47614,0
I3EY1RAUSSGF6KMHDM43,0,0,0,0,6,1,2,0,0,0,0,Check,68.85045076,496.903485,0
ZSGB8CCH78L5GJEL3XSF,1,0,1,1,37,1,1,0,1,0,1,Electronic,96.2004496,3533.773492,0
5UA346WSKK95KO5CZH8U,1,0,1,0,20,1,1,0,1,1,1,Check,81.07642213,1683.3445,0
23QOAHUZGQ8ID7JBYCIU,1,1,1,0,61,1,1,1,1,0,0,Electronic,88.9598216,5618.582008,0
A7JASOO60UWKHR1JIJJP,1,0,1,1,60,1,1,0,0,0,0,Card,18.81816913,1142.775666,0
8LDQHRWH78NI0YW3BNNY,1,0,0,0,12,1,2,0,1,0,1,Electronic,53.74809034,606.6263142,1
89X9OSXLLW4PBOQNKQ9O,0,0,0,0,9,1,0,0,0,0,1,Check,19.85213804,225.8988732,0
M9MURM1KQNPJQ25Y2PWL,0,0,0,0,2,1,2,0,0,0,0,Electronic,69.84724363,69.31588127,1
XPRI2MW855JWCM8IJYKD,0,1,0,0,2,1,2,0,0,0,1,Electronic,44.20068252,44.89842527,1
5Z91IDAFEDP8U75HDDFD,0,0,0,0,30,1,2,1,0,1,0,Check,35.28724423,1072.426267,0
RS48DGW4BLU5EJRFFD86,0,0,0,0,1,1,0,0,0,0,1,Electronic,69.17361022,69.0338479,1
KJIQUADNPNOE55M8QN4G,0,0,1,0,64,1,0,1,0,1,0,Card,73.76248127,4448.663212,0
9KRFZSK8LQ6C0G4LRHSS,0,0,1,0,48,1,2,0,0,0,0,Bank,20.43979611,973.8488249,0
UZADUHTPHEH5KM1KWMC8,0,0,0,0,21,1,2,1,0,1,0,Check,53.96012192,1252.254696,0
MGHTRM8GI3A39SEWMHGI,1,0,0,1,8,1,2,0,0,0,0,Check,21.31093951,170.223379,0
6TR07XHIY8DJENKDZDDY,1,1,0,0,22,1,1,1,0,0,1,Bank,75.62893477,1644.553872,0
3HLZHW2DF9QUX1F8ZTY9,0,0,1,1,73,1,1,1,1,1,0,Card,91.34125659,6653.185434,0
NY2OP86UUPGUSA7JCHGE,1,0,1,1,67,1,2,1,1,1,1,Card,90.78342029,5960.099313,0
0LDX8NSD8NODHYDRM762,1,0,1,1,60,1,0,1,1,1,1,Bank,71.29977852,4263.368631,0
R4M8CEOHFBP7OMR7ZMC2,0,0,1,1,21,1,2,0,1,0,1,Electronic,88.56224279,1885.793719,0
54DTBCOWHQL7BTQXSR9G,0,1,1,0,58,1,1,0,0,1,0,Electronic,98.9938889,6017.747069,0
Q1RF0DWS5K64TYGUYC80,0,0,1,1,42,1,1,0,0,0,0,Electronic,27.17112922,1013.165448,0
FLKHK55WZC6F3J5QWTEE,1,0,1,0,45,1,2,0,0,0,1,Electronic,19.900439,851.3435266,0
PN67N5B9DA2F7PRT2ME6,1,0,1,1,25,1,1,0,0,0,1,Check,50.4780077,1335.671303,0
7IMKMQUIZ1XI7DHGWKNS,1,1,0,0,44,1,1,1,0,1,0,Card,107.4377882,4600.901953,1
DZMBM3WD6JOFF7Q3TUC8,1,1,1,1,56,0,2,1,0,1,0,Bank,89.88647727,5125.705648,0
7JUA6Q5I4ZRN555UT5XI,1,0,0,0,3,1,2,0,1,1,1,Electronic,78.57242969,152.3331251,1
7PA491Q9JWRANQMO5C67,0,0,1,1,69,1,0,1,1,1,0,Bank,110.1940114,7510.222964,0
G7L3A6B83KZOS1YNA7A4,0,0,1,0,31,0,2,0,1,1,0,Bank,70.4446474,2197.441605,0
WM9BC6CU0ZI1B7WDPZ6G,0,0,1,1,1,1,0,0,0,0,1,Check,24.05562393,2291.0,0
A7GZBUTWIDFPAKYU2UNP,1,0,0,0,26,1,0,1,0,0,1,Electronic,58.06630561,1524.353911,0
NWL7BD4OGIHB3Z39NEJQ,1,0,1,1,73,1,2,1,1,1,0,Card,115.9081886,8057.64297,0
H34E0XOMJ7FUAIA5U3O7,1,0,0,0,29,1,2,0,0,0,1,Check,21.96178195,625.5491808,0
8B26CP9C8NDD31H4P6ZM,0,0,1,1,45,1,1,0,0,0,0,Check,20.97396258,891.3130389,0
MQXF9IMG1MF6B03KQRXD,1,0,1,1,23,1,2,0,0,0,1,Check,18.95855378,452.2122331,0
054RJCAZQ1R1QUU59L6B,1,0,0,0,36,1,2,0,0,0,0,Electronic,84.01652726,3067.167224,1
IFQ7LGXMN7O7CBQRX7J6,0,0,1,1,69,1,2,1,1,1,1,Card,90.74701254,6238.740846,0
PNWADQE67T3IG50BC1E2,0,0,1,0,45,1,0,0,1,0,0,Electronic,100.3989212,4704.445044,0
R2UI7N4Q32DF4FZPUA40,0,0,0,0,20,1,1,0,0,0,1,Check,25.93251898,606.4818581,0
QE6ED1NU0DA64HH471D2,1,0,1,1,6,1,1,0,0,1,1,Check,46.53949773,297.5635534,0
YTE07MA4CK1G6NUQT11Q,0,1,0,0,6,1,1,0,0,0,1,Electronic,80.61942421,377.6424514,1
YDFD68MMJNMCYJWDBG7E,1,0,1,1,4,1,1,0,0,0,0,Card,84.16193914,476.7190769,1
2E03D1TDDEOF8L6HA4TQ,1,0,0,0,22,1,1,0,0,0,1,Check,19.62939582,471.0454126,0
3CI5HNH6626O13INNP6A,1,0,1,0,3,1,2,0,1,1,1,Check,81.30068645,320.2510122,1
M8FTMUPES8P1KSDTSMHC,1,0,1,0,61,1,1,1,0,0,0,Card,94.00374324,5475.897456,0
NK4HJT8ZE91LLGJQIPR8,1,0,1,0,33,1,1,1,1,0,0,Bank,73.07106615,2448.155383,0
L3WSI6AOXY1QCHSPBEB6,0,0,0,0,17,1,2,1,0,0,1,Bank,65.54849305,1110.753877,0
0335H00QITDC1ZS73OPX,1,0,0,0,-1,1,2,0,0,0,1,Check,69.04181827,68.63321115,0
YUUFEFFHBZBRC1UW2MUG,1,0,1,1,71,1,2,1,1,1,0,Bank,116.4701268,8303.355292,0
ELFKQTE7IG08O14RX1E3,1,0,1,0,73,1,1,1,1,1,0,Card,108.5100018,7879.547068,0
U9XQY8C0IPG7I6ELTC53,0,0,1,1,21,1,2,1,1,1,1,Check,65.37314288,1533.216974,0
6SCZLIROKZ0OKPRKBW82,0,1,0,0,16,1,1,0,0,0,0,Bank,72.49167117,1261.283072,0
U9H7UW4I66ZBA99FZDT0,0,0,0,0,9,1,2,0,1,0,1,Electronic,73.16552676,818.2919054,0
OX3ZFWCKCLXLRNEK28X7,1,0,0,0,16,1,1,0,0,0,0,Electronic,26.30951846,378.1086227,0
ZM0302N4D0Q1KZDWOAYX,0,1,0,0,-1,0,2,0,0,0,0,Electronic,93.63711486,93.35011737,1
47P4GOL2HLJTGJOKL1YI,1,1,0,0,17,1,1,0,0,0,1,Electronic,70.45604996,1044.019576,0
8REFPE2DAJH3167I0J8R,1,0,0,0,10,1,2,0,0,0,1,Check,19.73728227,262.2531213,0
B58H9YG04N65DRIQGC1O,1,0,1,1,42,1,1,1,1,1,0,Card,48.43822525,2032.318744,0
TUYC8UOWMKLUSG09EDMU,1,0,0,0,4,1,1,0,0,0,0,Electronic,75.77867179,382.0714397,0
J1TDYWS3KS6K9CNPL4OW,1,0,1,0,37,1,1,0,0,0,1,Bank,20.67259859,743.7069822,0
XHXWQBSRF2LZ4WUPBN9O,1,0,0,0,12,1,1,0,0,0,0,Card,19.68290348,268.7347196,0
RNWLK8G12LBBSOLPXPCH,0,0,0,0,7,1,1,0,0,0,0,Card,25.8585339,186.0709795,0
HCZZO3X1HOPIW1E5PI6H,0,0,1,1,45,0,2,1,0,0,0,Electronic,107.3805588,4730.572608,0
DIGNXCH4G41GDA6DF14M,1,0,1,1,6,1,0,1,0,1,1,Card,65.3831263,316.5329258,0
2KNZMPXX8YL0KNQ1B8KL,0,0,0,0,0,1,2,0,0,0,0,Electronic,56.39619673,54.46722836,0
P3D06K12Q8O9QMHWMEW3,0,0,1,0,32,1,2,0,1,1,0,Card,96.17351423,3006.492276,0
HETIOUEX6IHRA53PKT37,1,0,0,0,13,1,1,0,0,0,0,Electronic,22.88481497,300.4791914,1
S0Q7A6I5TC8LFCQS6548,0,0,0,0,66,1,0,1,1,1,0,Bank,113.2823824,7381.61671,0
BTYL97THCSOA652FRHJU,1,1,0,0,70,1,1,0,1,1,0,Electronic,113.4937173,7944.151681,0
A1TRDQ57OPLJTD0XX602,0,1,1,0,11,1,1,0,0,0,0,Bank,71.26842758,848.9590871,0
49O96AHRD58FFP1JIXY8,1,0,0,0,59,1,2,0,0,0,1,Card,27.1058028,1519.326931,0
3IFSW3APM3OE5Q0BQOXJ,0,0,1,0,65,0,1,0,0,0,1,Bank,20.70882199,1320.294955,0
SHMJ3DZ9MLNA720SQMOX,0,0,1,1,9,1,0,0,0,0,1,Check,24.17559806,301.4331298,0
J98XEPKRYJFGJTRIK3O6,1,0,1,0,43,1,2,0,0,0,0,Bank,79.52002085,3774.784276,0
XRGGLZ2UU9HHDLU8EW1C,1,0,0,0,66,1,1,1,1,0,1,Bank,59.66135662,4016.990625,0
CRGLYARD66IZIWJCADM5,0,0,0,0,67,1,2,1,1,1,1,Card,78.27446181,5355.265407,1
TQUJ47Z8BW3IIBSKSZ7G,0,0,0,0,22,1,1,1,0,0,1,Card,49.37695531,1055.053563,1
DZNUEUQ5LX9YG733YQFQ,0,1,1,0,64,1,0,0,1,0,0,Bank,81.0645905,5265.543508,1
3L96FR9CPP1ZPW8Z6CL2,1,1,1,0,51,1,0,1,1,0,0,Electronic,104.2052391,5569.281421,1
PSQKD0FRTK56UOYJMH5F,1,1,0,0,31,1,0,0,0,0,0,Electronic,90.67575158,2844.696793,0
D9PH4WKAD5UJUE0PPIZK,1,0,0,0,9,1,1,0,0,0,0,Card,20.02144548,160.2210878,0
MU3C54SNX0LYNELWC2XD,0,0,1,0,65,1,2,1,0,0,0,Card,90.1770235,6057.345249,1
P2XL9CTHAESSC7LK7FM7,1,0,1,1,3,1,1,0,0,0,1,Electronic,70.41100631,134.7797875,0
S2S0Q6WUWX5ADP99XTRK,0,0,1,1,41,1,2,0,1,1,0,Card,104.3270274,4450.178497,0
T0Y64SOM152D7MMAK843,1,0,1,1,13,1,1,0,0,0,1,Check,18.64069891,233.7813563,1
E82QAPFW3HB0ZN4R0O7S,0,0,1,0,68,1,2,0,1,0,0,Electronic,103.5441892,7040.485124,1
72P5ZLY4QB4PRFNSE91J,1,0,0,0,6,1,2,1,1,0,0,Electronic,60.23805182,438.0630432,0
EDHAQTET7EWHFBZ3KTUQ,1,0,1,1,28,0,1,0,0,0,0,Electronic,86.42136304,2511.271069,0
WMLJ02O54R826SO0729C,0,1,0,0,71,1,2,0,0,0,1,Check,24.95087457,1766.251771,0
X2FQPNU0QLGET9DLT7TY,1,0,0,0,44,1,2,0,0,0,0,Bank,73.69087914,3248.467344,0
NZPO27BOGTAGZMWKQYWJ,0,0,1,1,9,1,1,0,0,0,1,Check,18.98603043,180.0637296,1
JRQEH1ESYZ5MC005YI75,1,0,0,0,29,1,2,1,0,1,0,Check,54.88440845,1546.412049,0
EDMN7ZPYAE8NTK3AIX9U,0,0,1,0,8,1,1,0,0,1,1,Check,42.16121077,329.4831178,1
RGMIMBZYCEQUZYTLM4NC,0,0,1,1,64,0,1,1,1,0,0,Card,73.34055826,4653.460114,1
P03ANN97YIPF4KT4DDUN,0,1,1,0,11,1,2,1,0,0,1,Electronic,75.97859838,720.4195144,0
U77STXIWTRSY6OGPL9NQ,0,0,0,0,61,1,1,0,1,0,1,Electronic,97.06582756,6125.816804,1
5RZM5US52RA3T4CIWUHN,1,0,1,0,63,1,2,0,0,0,0,Card,20.67781431,1224.796547,0
ENRJY8F6PZLHLM7SUCRA,0,0,1,0,11,1,0,0,1,0,1,Bank,48.55679521,631.7619535,1
BMM1ZBOOM6RQMK96T6K4,0,1,1,0,8,1,2,1,0,0,0,Bank,62.04136948,552.0326534,0
LZ2HQ18UX5QINJM9YHX3,0,0,0,0,39,1,1,0,1,0,0,Electronic,79.97040841,3262.951544,0
1B8C9RC6MBENPBYSA6K7,1,0,0,0,21,0,2,0,0,1,1,Check,36.34963403,779.3123189,0
P2LPCJA68TYA98UQ6QAQ,1,0,1,1,35,1,1,0,0,0,0,Card,91.43634289,3246.557071,0
HIIO4EEY0U0I6MZ7O2FX,0,0,0,1,14,1,1,0,0,0,1,Check,43.41267116,659.9237332,0
7U6BQHE267D4DPGL6GMI,0,1,1,0,26,1,1,0,1,1,0,Electronic,82.41265966,2310.088372,0
2Y6S7HYKBSN67OYA53O4,1,0,1,0,13,1,0,1,1,0,0,Electronic,81.82048781,959.8164641,0
ZMHPYDZTHAPL02UMU991,1,0,1,0,49,1,2,1,0,0,1,Check,100.9194185,4847.397398,0
8GEG0ILM6H25LM7PPPPN,1,1,0,0,6,1,2,0,1,0,0,Card,75.90715796,348.4221278,1
FW5BFLOSU33C42XYX8QS,0,0,1,1,46,1,2,0,0,1,1,Card,54.63643793,2319.884396,1
M9TAOJ41N04AZO896JIN,0,0,0,0,26,1,1,0,1,0,1,Electronic,98.80119686,2514.99966,1
EFATQQBX87AGPRQBXZ43,1,0,0,0,2,1,1,1,0,1,0,Check,70.62071243,214.0775929,0
N48PIKLUZIUTYWPT90Y1,1,0,1,0,61,0,1,0,1,0,0,Electronic,104.6239563,6281.927826,1
1SJJRN8J04R0OSUDFQKC,1,0,1,0,6,1,2,0,0,0,0,Electronic,90.66552585,512.7804426,0
2EUOJY80KI3N54R6QHCH,1,0,0,0,2,0,1,0,0,0,0,Check,71.03110035,70.17634154,1
SCS5UC19M1L2TF3D3AKG,0,0,1,1,71,1,0,0,0,0,0,Check,22.13216595,1481.822181,0
MO26LXZ2IELXTEFLCJM4,0,0,1,1,42,1,2,0,1,0,1,Bank,91.8899596,4123.961877,0
PMSCB46JI0WE48R93LX7,1,0,1,1,43,1,2,0,0,0,0,Electronic,18.76245471,903.4560624,0
O9REXB4U34YWM9BCHB8G,0,0,0,1,27,1,2,0,0,0,1,Check,20.7519686,582.0441867,0
U0MQZW8OITH49HDCIYOO,0,0,1,0,70,1,2,1,1,1,0,Bank,82.76790283,5924.488407,0
2H9YU2E2QZCPSAEJJN52,0,0,0,0,15,1,2,0,0,0,0,Check,21.09402933,278.9421744,0
38IIWT5JFHWBTFJCTU2P,1,1,0,0,13,1,1,0,0,0,0,Check,74.84220811,1144.010002,1
Y6172IWI3HYQ30B5HDHW,0,0,1,1,70,1,2,1,1,1,1,Card,108.4366255,7657.837305,0
TINE8AACZ1701QXFDINR,1,0,0,0,70,1,0,1,1,1,0,Bank,115.361063,7711.986227,0
A3561DNOGWAJ5FR8LPLA,1,0,1,1,70,1,1,1,1,1,0,Bank,115.1795299,7722.837744,1
0ARP44GEFH6RQDO0GGJJ,0,0,1,1,26,1,1,0,0,0,1,Electronic,63.87374284,1802.730842,0
2M6X6651LID0S27R9Q6G,1,0,0,0,0,1,2,0,0,0,0,Check,18.00798467,45.36358445,0
HYMDFZW17748P1Z753FQ,1,0,0,0,14,1,2,0,0,0,1,Check,19.11268389,304.9883699,0
ZYB28E5UNUGC4C1EQRCB,0,0,0,0,4,1,1,0,0,0,1,Electronic,91.03698477,368.1906205,1
6RS0UT498M0X50EFLU5I,0,0,1,0,36,1,0,0,1,1,1,Check,95.0156302,3460.33318,0
5PK8I45HSCCX9U7EB7NP,0,0,0,0,8,1,1,0,0,0,0,Electronic,94.72940279,699.6672259,0
1CXGGNLTMO5XPNCFX2FY,1,0,0,0,8,1,1,1,0,0,1,Check,79.33580981,604.790617,1
X7LZ9Y2U30KAQ7L3AKDM,0,0,0,0,18,1,2,0,1,0,1,Electronic,77.61024235,1492.658974,1
7GY3TF5KIRG53ML0O89X,1,0,1,0,59,1,1,1,0,1,1,Bank,59.45407495,3484.251949,0
91TI83DJD2SK8BFQA665,0,0,1,1,24,1,1,0,0,0,1,Card,22.04580398,444.4235137,0
INLWHWMBBJTTUNLKXLRF,0,0,1,1,57,1,2,0,0,0,1,Bank,66.85251551,3970.334528,0
41AD2W7GZ01M7QGQE7UJ,0,0,0,0,43,0,1,1,1,0,1,Electronic,104.8090626,4401.820629,1
P0OYWC0RG6OBW9B98EQB,1,0,1,0,71,1,0,1,0,1,1,Card,77.91089751,5290.431298,0
13TU6CPTQO87OCGRFQH1,1,0,0,0,6,1,1,0,0,0,1,Electronic,84.93423216,523.5926124,1
6JHSO4M9THYPH5FBMO11,0,0,1,0,27,1,2,0,1,0,1,Card,89.55192113,2434.028247,0
3U9GH2EKM0ZOLSGZYB6E,0,0,0,0,2,1,2,0,0,0,0,Check,21.60455925,61.0695451,0
K7UB1B4M2HT9I90211FG,0,0,1,0,73,1,2,1,0,1,1,Card,109.8596237,7877.303618,0
364TNJZJ8LD5U9DOBIP3,1,0,0,0,66,1,0,0,1,1,1,Card,53.0507089,3577.905847,0
QH4Q9OUFHOB7K4AMUB4W,0,0,1,0,2,1,1,0,0,0,0,Card,44.25194995,45.58113726,1
HNFZFF1X9TZDG37YYYET,0,0,0,0,-1,1,2,0,0,0,0,Electronic,46.23108551,44.69222798,1
E2KWDZEQ96QRP2F5UH94,0,1,0,0,18,1,2,0,1,0,0,Electronic,102.7360674,1752.523266,0
0O3O8ACXZR9XN4F03US7,1,0,0,1,2,1,2,0,0,0,0,Check,18.82063471,20.76380073,0
XI2AXL0XU7UGWYYWQ621,0,0,1,1,30,0,2,0,0,0,0,Electronic,70.21189918,1974.514525,1
Y895XYO6KD7ULJBR06DO,1,0,0,1,17,1,1,0,0,0,0,Card,46.35443535,746.8028719,0
Z2GLPGP9RKLX2PJ8AQDZ,0,0,1,0,59,1,1,1,0,1,0,Card,109.7780665,6394.211039,0
9KZ8NXPICS5S1NRJFU9Z,1,0,0,0,62,1,0,0,0,1,1,Card,105.7864996,6902.650386,1
3OBTBSZIWOW9137CJI17,1,0,1,1,62,1,0,1,1,0,0,Card,101.4847141,6017.305412,0
7R9LI32NGPEDT86W4UZF,1,0,1,1,2,1,2,0,0,1,0,Bank,28.78930077,43.71774729,0
0UOQACJXFX2HZA5QACK5,0,1,1,0,42,1,0,0,1,0,0,Electronic,103.4123351,4412.227577,1
M64CGZCGJZ7ZUJ7JZ112,0,0,1,0,42,0,2,1,1,1,0,Card,95.39872176,4059.415496,0
OK5SDZMHS82W19B5NG2N,1,0,0,0,68,0,2,0,0,0,1,Check,24.94188994,1655.626768,0
NCCLKURM03AJ3XH7QGUQ,1,0,0,0,23,1,1,0,1,0,0,Check,89.7760037,2163.622869,1
JKYY5PT93J01YZURG87Z,0,1,0,0,55,1,2,0,0,0,0,Electronic,89.8049962,4931.43705,0
PJQ1JFARQDNIENSGWNOB,0,1,1,0,70,1,2,0,0,0,0,Card,76.49658253,5411.221636,0
N5T412OI7C3LA6DM62M4,1,0,0,0,43,1,2,0,0,0,0,Electronic,48.4036817,2078.3589,0
60KZDTTYY5HULMY8Y0SG,1,0,1,0,65,1,2,1,0,1,0,Electronic,89.73786505,5899.59103,0
8ZFH0FL2I034O8TQJJX7,1,0,0,0,13,1,2,0,1,0,0,Electronic,79.96360724,971.5234635,1
H33Y99JG0HF5TUWAR76C,0,0,0,0,7,1,2,0,0,0,1,Bank,17.93020882,138.3564387,1
L1P2YFTK08H35ZKFP1TJ,1,1,1,0,72,1,2,1,1,1,1,Card,118.8980587,8275.217945,0
8G9S4965S7QNLQSYPGUZ,1,0,0,0,60,1,2,1,0,0,0,Bank,90.78859834,5730.428487,0
W5696NUU9HJ9J40CZ1KZ,1,0,0,0,1,1,1,0,0,0,1,Bank,50.58767014,137.927374,0
DL5EIWMEYSPS8U157XYS,0,0,0,0,20,1,2,0,0,1,0,Card,54.60079059,1192.492093,1
PKOY461ZBP8UKM9GC20B,0,1,0,0,4,1,0,0,0,0,1,Card,44.34896898,277.40197,0
SNOZXAGFC1ZAOM0ONEUS,1,0,0,0,20,1,1,1,0,0,1,Electronic,50.14344736,1050.775932,0
LL0FU8N09XQBTXDO1039,1,0,0,0,-1,1,0,1,0,0,0,Card,48.32610433,48.82350765,1
6L1LCSD7UNZH2C44AHE0,0,0,0,1,12,1,2,0,0,0,0,Card,19.02408886,215.1005779,0
MPCICD1L5RNYG14ZI4PY,1,0,1,1,69,1,0,1,1,1,1,Check,56.05318527,3948.896652,0
A8K5JD8RQT9QPPA5KORA,1,1,1,0,31,1,2,0,1,0,1,Electronic,91.70973774,2835.765912,0
YOYZTG1LWB6613HXRRKJ,0,0,0,0,27,0,1,0,0,0,0,Electronic,30.71782098,856.4970536,1
5E5RM5TTAYCBMFG1PR6X,1,0,1,1,56,1,1,0,0,0,0,Electronic,95.48206431,5537.031483,0
9Z9U1LFRHOXXA8CB7XOB,1,0,1,0,4,1,2,1,0,0,1,Check,53.5277939,234.7684639,0
7KZJNCJODE40PZ6OSAPI,1,1,1,0,63,1,2,1,0,0,0,Electronic,101.5242385,6674.060083,0
C1KFCSA1BY6GFG2A3OCC,0,0,0,0,4,1,2,1,0,1,1,Check,95.56900052,360.5912933,0
SG304CC3Q2ON4AN7AHSU,1,1,1,0,8,1,1,0,0,0,0,Electronic,86.99789783,857.1739912,1
MIMZ2OQSESBSPTFIG3OS,0,0,0,0,38,1,2,0,1,1,0,Electronic,81.59319724,3219.211405,0
DUM9X9ULB1R58XBNMLUS,0,0,0,0,-1,1,1,0,0,0,0,Electronic,91.28368537,87.7137441,1
MISGYXX82HCWH46HX15R,0,0,0,1,17,0,1,0,0,0,0,Electronic,19.70331545,377.4129003,0
DMYHEFPGWUGDSTAAQEQM,1,0,1,1,36,1,0,0,0,0,1,Bank,18.53361778,700.4830136,0
S1O38SQW0S2OZGL71SK2,1,0,1,1,72,1,2,1,1,1,1,Card,73.41271442,5018.032452,0
MZGU9HEGA27U6LJA96B1,0,0,0,0,21,1,2,0,0,0,0,Check,24.29683635,567.0733889,0
A8QJQKILWDWWC9QACSLE,1,0,0,0,8,1,2,0,0,0,0,Electronic,44.58620065,416.9528767,1
Z8HD7JRZ4XSDJXPKFLQI,0,0,0,1,10,1,1,0,1,0,0,Electronic,105.5395189,1273.37934,0
MYSK2GPOXKT39DYCD7FX,1,0,1,1,48,0,1,1,1,0,0,Electronic,96.0433342,4390.866834,0
79X9U6EZ7E2HIN010YIX,1,0,0,0,1,0,0,0,0,0,1,Bank,45.02144426,111.1105906,0
92TDG64TW8KWTTHCAEN7,0,0,1,1,59,1,0,1,0,1,1,Card,79.21411544,4662.779963,0
LW2JZBD596M0BMJHU33Z,1,0,1,1,56,0,0,1,0,0,0,Electronic,86.60480735,4601.438634,0
XI7DDU3GCI8JJPZ5FA8Q,1,0,1,0,55,1,1,0,1,1,0,Bank,107.7209636,6252.695552,0
UG49YN3XYBMIGN8CXC27,0,0,1,0,47,1,0,0,0,0,0,Electronic,44.7917999,2008.235269,0
MGXS3UOJFI4Q5GGPAEKD,0,1,1,0,51,1,2,0,0,0,1,Card,96.01691826,5017.351381,0
TK15CPUSXJW4UM2606HX,0,1,0,0,10,1,2,0,0,0,0,Card,85.3668145,906.7463615,1
Z9AX7QBCUDU6XDEKX00R,0,1,0,0,47,1,2,0,0,0,1,Check,44.15380732,2107.877544,0
L2U9Q39JKU7WOFC5K88X,0,0,1,1,62,1,0,1,0,0,1,Bank,49.38538997,2962.988328,0
Z50AINHNRGWKQ9JYIDO4,0,0,1,1,54,1,0,0,0,1,1,Card,97.59908051,5432.116343,0
AJ5YCRR3DIT84UF72GNG,1,1,1,0,15,1,1,0,1,0,0,Card,101.4240938,1622.237086,1
0DE89NFB5XI2ERYBSO92,0,0,0,0,55,0,2,1,0,0,0,Card,98.6486904,5299.325975,0
QP7TF1TDTTB43B8RF87T,1,0,1,1,9,1,1,0,0,0,0,Card,18.46833536,153.9582272,0
0GNOB3X9ABKML7JZTNRA,1,0,1,0,40,1,2,0,1,1,1,Bank,85.81021866,3338.399131,0
J1BCOX5HD3NSEMMLYWMA,1,0,0,0,12,1,0,0,0,0,0,Check,70.02295104,886.7982305,0
9AWB3ZY2LAB2HNSZ834G,1,0,0,1,10,1,2,0,0,0,0,Card,24.76942629,223.9948241,0
SC1ZNTF6PH4KGOWRB35T,1,1,0,0,19,1,2,0,0,0,1,Card,80.62766426,1411.576333,0
974HXRD9C9AOABH6WX2I,1,0,1,1,70,0,1,0,1,1,0,Bank,98.28454162,7130.286604,0
QQZZCWXCNMTCKQ3O3Y79,1,0,1,1,26,1,1,0,1,0,1,Bank,87.81461462,2256.778721,1
L3U66XLNW49XZE7ZIX62,0,0,1,1,72,1,0,1,1,0,0,Bank,109.4153909,7967.295478,0
99LWYGG2KIDQQRCIAQXG,1,0,1,1,56,1,0,0,1,1,0,Bank,105.3129698,6002.597557,0
SIHL7BT63KE5II7PGAX1,0,0,1,0,10,1,0,1,1,0,1,Electronic,79.2062937,874.9647573,0
8L9CXJIJKBSIAC50KF47,1,1,1,0,34,1,2,0,0,0,1,Card,85.76161231,3131.836336,1
KBS4HJ04KEQ1RAYQ7YUN,0,0,1,0,69,1,2,0,1,1,1,Bank,58.24668844,4146.203692,0
M1TBRNLP4KOEOB42ZJBB,1,0,0,1,2,1,1,0,0,0,1,Electronic,44.09079333,44.13065766,1
TNB2RLH7IPU6W2FFPUH4,0,1,1,0,45,1,2,0,0,1,0,Electronic,99.10952557,4754.121182,0
Y6GQ53QK2C2F8FFIDBP0,0,0,0,0,1,1,2,0,0,0,0,Check,21.24343106,62.31224222,0
JM6SW1S5SU5R7GTY4XH2,0,0,1,0,65,1,1,1,1,1,1,Electronic,110.9332462,7320.414238,0
ERYREAUQ17H3DRCYYBMQ,1,0,0,0,1,1,0,0,0,0,1,Check,20.388742,41.00201901,0
TAM056HSM74Q7GO5DXRH,1,0,0,0,18,0,0,0,0,0,0,Check,23.27191234,422.9248425,0
